Id,District Name,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved
2017S001361    ,Eixample,Saturday,February,18,11,Morning,1,0,1,2
2017S007167    ,Eixample,Friday,August,25,11,Morning,1,0,1,2
2017S000621    ,Eixample,Monday,January,23,22,Night,2,0,2,2
2017S000136    ,Eixample,Friday,January,6,20,Afternoon,2,0,2,2
2017S001868    ,Eixample,Tuesday,March,7,12,Morning,1,0,1,2
2017S000174    ,Eixample,Sunday,January,8,20,Afternoon,1,0,1,2
2017S006536    ,Eixample,Wednesday,July,26,20,Afternoon,1,0,1,2
2017S007548    ,Eixample,Tuesday,September,12,9,Morning,1,0,1,2
2017S009561    ,Eixample,Friday,November,17,13,Morning,1,0,1,2
2017S010583    ,Eixample,Friday,December,22,6,Morning,1,0,1,2
2017S003429    ,Eixample,Sunday,April,16,8,Morning,1,1,2,2
2017S006878    ,Eixample,Thursday,August,10,8,Morning,1,0,1,2
2017S003297    ,Eixample,Monday,April,10,18,Afternoon,1,0,1,2
2017S006873    ,Eixample,Wednesday,August,9,20,Afternoon,1,0,1,1
2017S010403    ,Eixample,Saturday,December,16,13,Morning,1,0,1,1
2017S006966    ,Eixample,Monday,August,14,9,Morning,1,0,1,2
2017S004531    ,Eixample,Monday,May,22,16,Afternoon,1,0,1,2
2017S005674    ,Eixample,Sunday,June,18,19,Afternoon,1,0,1,2
2017S008788    ,Eixample,Tuesday,October,24,11,Morning,1,0,1,2
2017S007690    ,Eixample,Saturday,September,16,21,Afternoon,5,0,5,2
2017S010541    ,Eixample,Wednesday,December,20,17,Afternoon,1,0,1,2
2017S005665    ,Eixample,Thursday,June,29,17,Afternoon,1,0,1,2
2017S008568    ,Eixample,Wednesday,October,18,9,Morning,1,0,1,2
2017S004772    ,Eixample,Wednesday,May,31,9,Morning,0,0,0,2
2017S005994    ,Eixample,Monday,July,10,14,Afternoon,1,0,1,2
2017S007579    ,Eixample,Wednesday,September,13,10,Morning,2,0,2,2
2017S008904    ,Eixample,Friday,October,27,15,Afternoon,1,0,1,2
2017S001574    ,Eixample,Saturday,February,25,21,Afternoon,1,0,1,2
2017S000066    ,Eixample,Tuesday,January,3,19,Afternoon,1,0,1,2
2017S010741    ,Eixample,Thursday,December,28,20,Afternoon,2,0,2,2
2017S009031    ,Eixample,Wednesday,November,1,18,Afternoon,1,0,1,2
2017S007090    ,Eixample,Sunday,August,20,8,Morning,0,1,1,2
2017S008360    ,Eixample,Tuesday,October,10,15,Afternoon,1,0,1,2
2017S005003    ,Eixample,Thursday,June,8,7,Morning,1,0,1,2
2017S010637    ,Eixample,Sunday,December,24,16,Afternoon,1,0,1,1
2017S008319    ,Eixample,Monday,October,9,12,Morning,1,0,1,2
2017S003542    ,Eixample,Thursday,April,20,21,Afternoon,1,0,1,2
2017S001304    ,Eixample,Thursday,February,16,15,Afternoon,1,0,1,2
2017S008498    ,Eixample,Monday,October,16,9,Morning,1,0,1,1
2017S000447    ,Eixample,Tuesday,January,17,12,Morning,1,0,1,3
2017S005089    ,Eixample,Saturday,June,10,12,Morning,1,0,1,2
2017S004216    ,Eixample,Friday,May,12,9,Morning,1,0,1,2
2017S003327    ,Eixample,Wednesday,April,12,9,Morning,1,0,1,2
2017S008882    ,Eixample,Friday,October,27,1,Night,1,0,1,2
2017S004836    ,Eixample,Thursday,June,1,19,Afternoon,1,0,1,2
2017S005922    ,Eixample,Friday,July,7,12,Morning,2,0,2,2
2017S008125    ,Eixample,Monday,October,2,13,Morning,1,0,1,2
2017S010472    ,Eixample,Monday,December,18,21,Afternoon,1,0,1,2
2017S005488    ,Eixample,Friday,June,23,9,Morning,1,0,1,2
2017S006861    ,Eixample,Wednesday,August,9,12,Morning,1,0,1,2
2017S008413    ,Eixample,Thursday,October,12,14,Afternoon,1,0,1,2
2017S004504    ,Eixample,Sunday,May,21,18,Afternoon,1,0,1,2
2017S004397    ,Eixample,Thursday,May,18,8,Morning,1,0,1,2
2017S000767    ,Eixample,Sunday,January,29,12,Morning,1,0,1,2
2017S001128    ,Eixample,Friday,February,10,15,Afternoon,1,0,1,3
2017S010503    ,Eixample,Tuesday,December,19,13,Morning,1,0,1,2
2017S008625    ,Eixample,Thursday,October,19,13,Morning,1,0,1,1
2017S005723    ,Eixample,Saturday,July,1,6,Morning,0,0,0,2
2017S003316    ,Eixample,Tuesday,April,11,17,Afternoon,2,0,2,2
2017S001000    ,Eixample,Monday,February,6,18,Afternoon,1,0,1,1
2017S002607    ,Eixample,Wednesday,March,29,13,Morning,1,0,1,2
2017S007709    ,Eixample,Monday,September,18,9,Morning,2,0,2,3
2017S003367    ,Eixample,Wednesday,April,12,19,Afternoon,2,0,2,3
2017S009991    ,Eixample,Thursday,November,30,14,Afternoon,1,0,1,1
2017S007876    ,Eixample,Saturday,September,23,5,Night,2,0,2,2
2017S008062    ,Eixample,Friday,September,29,18,Afternoon,0,1,1,2
2017S001855    ,Eixample,Monday,March,6,23,Night,1,0,1,2
2017S005430    ,Eixample,Wednesday,June,21,9,Morning,2,0,2,2
2017S009570    ,Eixample,Friday,November,17,19,Afternoon,3,0,3,2
2017S007002    ,Eixample,Tuesday,August,15,17,Afternoon,1,0,1,3
2017S010058    ,Eixample,Friday,December,1,22,Night,1,0,1,2
2017S003308    ,Eixample,Monday,April,10,15,Afternoon,1,0,1,1
2017S008335    ,Eixample,Monday,October,9,20,Afternoon,1,0,1,2
2017S005065    ,Eixample,Friday,June,9,13,Morning,1,0,1,2
2017S004731    ,Eixample,Monday,May,29,18,Afternoon,1,0,1,2
2017S007739    ,Eixample,Tuesday,September,19,9,Morning,1,0,1,2
2017S000078    ,Eixample,Wednesday,January,4,15,Afternoon,2,0,2,2
2017S009097    ,Eixample,Friday,November,3,21,Afternoon,1,0,1,2
2017S000750    ,Eixample,Saturday,January,28,15,Afternoon,1,0,1,2
2017S010302    ,Eixample,Wednesday,December,13,10,Morning,2,0,2,2
2017S001081    ,Eixample,Thursday,February,9,8,Morning,1,0,1,2
2017S007947    ,Eixample,Tuesday,September,26,12,Morning,1,0,1,2
2017S004314    ,Eixample,Monday,May,15,15,Afternoon,1,0,1,2
2017S006998    ,Eixample,Tuesday,August,15,11,Morning,2,0,2,2
2017S007150    ,Eixample,Thursday,August,24,10,Morning,1,0,1,2
2017S006520    ,Eixample,Wednesday,July,26,14,Afternoon,1,0,1,1
2017S003064    ,Eixample,Monday,April,3,10,Morning,1,0,1,2
2017S007691    ,Eixample,Sunday,September,17,1,Night,0,0,0,1
2017S008977    ,Eixample,Monday,October,30,17,Afternoon,1,0,1,1
2017S005425    ,Eixample,Wednesday,June,21,8,Morning,1,0,1,3
2017S007307    ,Eixample,Thursday,August,31,15,Afternoon,1,0,1,2
2017S006394    ,Eixample,Friday,July,21,19,Afternoon,1,0,1,2
2017S006819    ,Eixample,Monday,August,7,13,Morning,2,0,2,2
2017S007496    ,Eixample,Saturday,September,9,7,Morning,1,0,1,1
2017S007444    ,Eixample,Thursday,September,7,11,Morning,0,0,0,1
2017S009320    ,Eixample,Friday,November,10,20,Afternoon,2,0,2,2
2017S008058    ,Eixample,Friday,September,29,18,Afternoon,1,0,1,2
2017S006121    ,Eixample,Thursday,July,13,14,Afternoon,2,0,2,2
2017S001698    ,Eixample,Wednesday,March,1,18,Afternoon,1,0,1,2
2017S004103    ,Eixample,Sunday,May,7,11,Morning,1,0,1,4
2017S010702    ,Eixample,Wednesday,December,27,19,Afternoon,1,0,1,2
2017S006302    ,Eixample,Wednesday,July,19,11,Morning,1,0,1,4
2017S010550    ,Eixample,Wednesday,December,20,20,Afternoon,1,0,1,3
2017S000197    ,Eixample,Monday,January,9,16,Afternoon,1,0,1,2
2017S009653    ,Eixample,Monday,November,20,22,Night,2,0,2,2
2017S006813    ,Eixample,Monday,August,7,10,Morning,1,0,1,2
2017S006054    ,Eixample,Wednesday,July,12,8,Morning,2,0,2,1
2017S003961    ,Eixample,Thursday,May,4,16,Afternoon,2,0,2,2
2017S010335    ,Eixample,Thursday,December,14,13,Morning,2,0,2,3
2017S003515    ,Eixample,Thursday,April,20,8,Morning,1,0,1,1
2017S005163    ,Eixample,Tuesday,June,13,7,Morning,1,0,1,1
2017S006541    ,Eixample,Thursday,July,27,7,Morning,1,0,1,3
2017S008508    ,Eixample,Monday,October,16,14,Afternoon,1,0,1,1
2017S001346    ,Eixample,Friday,February,17,16,Afternoon,1,0,1,2
2017S009796    ,Eixample,Friday,November,24,19,Afternoon,1,0,1,2
2017S002120    ,Eixample,Thursday,March,16,16,Afternoon,1,0,1,1
2017S008313    ,Eixample,Monday,October,9,8,Morning,1,0,1,3
2017S008795    ,Eixample,Tuesday,October,24,11,Morning,1,0,1,2
2017S000388    ,Eixample,Sunday,January,15,13,Morning,1,0,1,2
2017S003783    ,Eixample,Friday,April,28,13,Morning,1,0,1,2
2017S007574    ,Eixample,Wednesday,September,13,8,Morning,1,0,1,2
2017S006571    ,Eixample,Friday,July,28,14,Afternoon,1,0,1,1
2017S005874    ,Eixample,Wednesday,July,5,17,Afternoon,1,0,1,3
2017S003907    ,Eixample,Wednesday,May,3,8,Morning,1,0,1,2
2017S000244    ,Eixample,Wednesday,January,11,7,Morning,1,0,1,3
2017S009971    ,Eixample,Wednesday,November,29,20,Afternoon,0,0,0,2
2017S001549    ,Eixample,Friday,February,24,19,Afternoon,1,0,1,2
2017S002598    ,Eixample,Friday,March,31,21,Afternoon,1,0,1,2
2017S006505    ,Eixample,Tuesday,July,25,20,Afternoon,1,0,1,2
2017S003864    ,Eixample,Tuesday,May,2,7,Morning,1,1,2,2
2017S009775    ,Eixample,Friday,November,24,9,Morning,1,0,1,2
2017S000322    ,Eixample,Friday,January,13,13,Morning,1,0,1,2
2017S001217    ,Eixample,Tuesday,February,14,8,Morning,1,0,1,2
2017S004153    ,Eixample,Wednesday,May,10,9,Morning,1,0,1,2
2017S010595    ,Eixample,Friday,December,22,13,Morning,1,0,1,2
2017S009664    ,Eixample,Tuesday,November,21,12,Morning,1,0,1,2
2017S006833    ,Eixample,Monday,August,7,21,Afternoon,1,0,1,1
2017S010096    ,Eixample,Sunday,December,3,13,Morning,3,0,3,2
2017S008081    ,Eixample,Saturday,September,30,22,Night,1,0,1,2
2017S006570    ,Eixample,Friday,July,28,12,Morning,1,0,1,2
2017S010215    ,Eixample,Saturday,December,9,14,Afternoon,2,0,2,2
2017S002098    ,Eixample,Wednesday,March,15,20,Afternoon,1,0,1,1
2017S004391    ,Eixample,Wednesday,May,17,22,Night,1,0,1,2
2017S003105    ,Eixample,Tuesday,April,4,11,Morning,1,0,1,2
2017S010251    ,Eixample,Monday,December,11,13,Morning,3,0,3,2
2017S001109    ,Eixample,Thursday,February,9,20,Afternoon,1,0,1,2
2017S000862    ,Eixample,Wednesday,February,1,14,Afternoon,2,0,2,2
2017S006606    ,Eixample,Friday,July,28,18,Afternoon,1,0,1,2
2017S005712    ,Eixample,Friday,June,30,16,Afternoon,1,0,1,2
2017S010120    ,Eixample,Monday,December,4,16,Afternoon,1,0,1,2
2017S004309    ,Eixample,Monday,May,15,11,Morning,1,0,1,2
2017S008449    ,Eixample,Friday,October,13,19,Afternoon,1,0,1,2
2017S003373    ,Eixample,Thursday,April,13,15,Afternoon,1,0,1,2
2017S006973    ,Eixample,Monday,August,14,14,Afternoon,2,0,2,2
2017S009024    ,Eixample,Wednesday,November,1,1,Night,1,0,1,2
2017S010161    ,Eixample,Tuesday,December,5,20,Afternoon,1,0,1,2
2017S003640    ,Eixample,Monday,April,24,10,Morning,1,0,1,2
2017S009973    ,Eixample,Thursday,November,30,8,Morning,1,0,1,2
2017S006289    ,Eixample,Tuesday,July,18,21,Afternoon,1,0,1,3
2017S009918    ,Eixample,Tuesday,November,28,15,Afternoon,1,0,1,2
2017S001102    ,Eixample,Thursday,February,9,18,Afternoon,1,0,1,2
2017S009700    ,Eixample,Wednesday,November,22,9,Morning,2,0,2,3
2017S001996    ,Eixample,Saturday,March,11,16,Afternoon,1,0,1,2
2017S000143    ,Eixample,Saturday,January,7,4,Night,1,0,1,2
2017S006371    ,Eixample,Friday,July,21,9,Morning,1,0,1,2
2017S001266    ,Eixample,Wednesday,February,15,11,Morning,1,0,1,2
2017S005805    ,Eixample,Tuesday,July,4,13,Morning,1,0,1,2
2017S003065    ,Eixample,Monday,April,3,4,Night,0,0,0,1
2017S007721    ,Eixample,Monday,September,18,17,Afternoon,1,0,1,2
2017S000528    ,Eixample,Friday,January,20,9,Morning,2,0,2,3
2017S007357    ,Eixample,Saturday,September,2,20,Afternoon,1,0,1,2
2017S007920    ,Eixample,Sunday,September,24,21,Afternoon,0,0,0,1
2017S009802    ,Eixample,Friday,November,24,21,Afternoon,1,0,1,2
2017S004865    ,Eixample,Friday,June,2,17,Afternoon,0,0,0,2
2017S005991    ,Eixample,Monday,July,10,12,Morning,1,0,1,2
2017S004018    ,Eixample,Saturday,May,6,15,Afternoon,1,0,1,2
2017S000157    ,Eixample,Saturday,January,7,17,Afternoon,1,0,1,2
2017S002155    ,Eixample,Friday,March,17,13,Morning,0,1,1,2
2017S003770    ,Eixample,Thursday,April,27,23,Night,2,0,2,2
2017S004715    ,Eixample,Monday,May,29,8,Morning,1,0,1,2
2017S006246    ,Eixample,Monday,July,17,20,Afternoon,1,0,1,2
2017S000248    ,Eixample,Wednesday,January,11,9,Morning,2,0,2,2
2017S000917    ,Eixample,Friday,February,3,8,Morning,1,0,1,2
2017S000363    ,Eixample,Saturday,January,14,16,Afternoon,2,0,2,1
2017S006792    ,Eixample,Sunday,August,6,4,Night,2,0,2,2
2017S004137    ,Eixample,Tuesday,May,9,20,Afternoon,1,0,1,2
2017S003442    ,Eixample,Monday,April,17,18,Afternoon,1,0,1,2
2017S004478    ,Eixample,Saturday,May,20,12,Morning,1,0,1,1
2017S001794    ,Eixample,Saturday,March,4,19,Afternoon,2,0,2,2
2017S004749    ,Eixample,Tuesday,May,30,10,Morning,1,0,1,1
2017S005032    ,Eixample,Thursday,June,8,16,Afternoon,2,0,2,2
2017S007997    ,Eixample,Thursday,September,28,9,Morning,1,0,1,2
2017S009504    ,Eixample,Thursday,November,16,10,Morning,1,0,1,2
2017S009936    ,Eixample,Wednesday,November,29,8,Morning,1,0,1,1
2017S010548    ,Eixample,Wednesday,December,20,17,Afternoon,1,0,1,2
2017S001046    ,Eixample,Wednesday,February,8,11,Morning,1,0,1,1
2017S000133    ,Eixample,Friday,January,6,12,Morning,1,0,1,2
2017S009907    ,Eixample,Tuesday,November,28,10,Morning,2,0,2,2
2017S004774    ,Eixample,Wednesday,May,31,9,Morning,1,0,1,2
2017S009718    ,Eixample,Wednesday,November,22,18,Afternoon,1,0,1,2
2017S000737    ,Eixample,Friday,January,27,21,Afternoon,1,0,1,2
2017S010128    ,Eixample,Monday,December,4,21,Afternoon,1,0,1,2
2017S001084    ,Eixample,Thursday,February,9,10,Morning,2,0,2,2
2017S009938    ,Eixample,Wednesday,November,29,9,Morning,1,0,1,2
2017S005192    ,Eixample,Tuesday,June,13,18,Afternoon,0,0,0,2
2017S003884    ,Eixample,Tuesday,May,2,16,Afternoon,0,0,0,3
2017S004952    ,Eixample,Tuesday,June,6,14,Afternoon,1,0,1,2
2017S001687    ,Eixample,Wednesday,March,1,14,Afternoon,1,0,1,2
2017S002418    ,Eixample,Saturday,March,25,19,Afternoon,3,0,3,2
2017S005611    ,Eixample,Tuesday,June,27,17,Afternoon,1,0,1,1
2017S004249    ,Eixample,Saturday,May,13,2,Night,2,0,2,1
2017S006996    ,Eixample,Tuesday,August,15,10,Morning,1,0,1,2
2017S003834    ,Eixample,Sunday,April,30,9,Morning,1,0,1,4
2017S003216    ,Eixample,Friday,April,7,8,Morning,1,0,1,2
2017S005505    ,Eixample,Friday,June,23,16,Afternoon,1,0,1,2
2017S001496    ,Eixample,Thursday,February,23,12,Morning,1,0,1,2
2017S008807    ,Eixample,Tuesday,October,24,16,Afternoon,1,0,1,2
2017S001611    ,Eixample,Monday,February,27,14,Afternoon,3,0,3,2
2017S009865    ,Eixample,Monday,November,27,9,Morning,1,0,1,2
2017S002389    ,Eixample,Friday,March,24,18,Afternoon,2,0,2,2
2017S004788    ,Eixample,Wednesday,May,31,13,Morning,2,0,2,1
2017S006419    ,Eixample,Saturday,July,22,22,Night,1,0,1,2
2017S003119    ,Sants-Montjuïc,Tuesday,April,4,17,Afternoon,1,0,1,2
2017S007542    ,Sants-Montjuïc,Tuesday,September,12,9,Morning,3,0,3,3
2017S001648    ,Sants-Montjuïc,Tuesday,February,28,14,Afternoon,0,0,0,2
2017S004882    ,Eixample,Friday,June,2,19,Afternoon,1,0,1,2
2017S004494    ,Eixample,Sunday,May,21,15,Afternoon,1,0,1,2
2017S003586    ,Eixample,Friday,April,21,18,Afternoon,1,0,1,2
2017S006400    ,Eixample,Saturday,July,22,0,Night,2,0,2,2
2017S001989    ,Eixample,Saturday,March,11,12,Morning,1,0,1,2
2017S002152    ,Eixample,Friday,March,17,14,Afternoon,1,0,1,2
2017S000698    ,Eixample,Thursday,January,26,19,Afternoon,2,0,2,2
2017S000294    ,Eixample,Thursday,January,12,15,Afternoon,1,0,1,2
2017S005477    ,Eixample,Thursday,June,22,16,Afternoon,1,0,1,2
2017S004467    ,Eixample,Saturday,May,20,9,Morning,1,0,1,3
2017S009008    ,Eixample,Tuesday,October,31,19,Afternoon,2,0,2,2
2017S005058    ,Eixample,Friday,June,9,14,Afternoon,2,0,2,2
2017S000012    ,Eixample,Sunday,January,1,10,Morning,2,0,2,2
2017S008791    ,Eixample,Tuesday,October,24,11,Morning,1,0,1,2
2017S009976    ,Sants-Montjuïc,Thursday,November,30,10,Morning,0,0,0,1
2017S007466    ,Eixample,Friday,September,8,0,Night,1,0,1,2
2017S006038    ,Eixample,Tuesday,July,11,19,Afternoon,1,0,1,2
2017S001899    ,Eixample,Wednesday,March,8,14,Afternoon,2,0,2,2
2017S001947    ,Eixample,Thursday,March,9,21,Afternoon,1,0,1,2
2017S001821    ,Eixample,Sunday,March,5,15,Afternoon,1,0,1,2
2017S004738    ,Eixample,Monday,May,29,21,Afternoon,2,0,2,2
2017S004093    ,Eixample,Monday,May,8,23,Night,1,0,1,3
2017S001332    ,Eixample,Friday,February,17,14,Afternoon,1,0,1,2
2017S009438    ,Eixample,Tuesday,November,14,15,Afternoon,2,0,2,1
2017S007847    ,Eixample,Friday,September,22,10,Morning,1,0,1,2
2017S005937    ,Eixample,Friday,July,7,16,Afternoon,1,0,1,2
2017S005592    ,Eixample,Monday,June,26,20,Afternoon,1,0,1,2
2017S008638    ,Eixample,Thursday,October,19,17,Afternoon,1,0,1,1
2017S006882    ,Eixample,Thursday,August,10,12,Morning,1,0,1,1
2017S001775    ,Eixample,Saturday,March,4,4,Night,2,0,2,1
2017S003453    ,Eixample,Tuesday,April,18,8,Morning,1,0,1,2
2017S003817    ,Eixample,Saturday,April,29,14,Afternoon,2,0,2,2
2017S007543    ,Eixample,Tuesday,September,12,9,Morning,2,0,2,2
2017S006739    ,Eixample,Thursday,August,3,20,Afternoon,1,0,1,2
2017S008150    ,Eixample,Tuesday,October,3,15,Afternoon,1,0,1,1
2017S000056    ,Eixample,Tuesday,January,3,15,Afternoon,1,0,1,2
2017S008199    ,Eixample,Wednesday,October,4,20,Afternoon,2,0,2,2
2017S005381    ,Eixample,Monday,June,19,13,Morning,8,0,8,2
2017S001645    ,Eixample,Tuesday,February,28,12,Morning,1,0,1,2
2017S000694    ,Eixample,Thursday,January,26,8,Morning,1,0,1,2
2017S003568    ,Eixample,Friday,April,21,14,Afternoon,1,0,1,1
2017S004412    ,Eixample,Thursday,May,18,15,Afternoon,1,0,1,1
2017S002350    ,Eixample,Thursday,March,23,22,Night,1,0,1,3
2017S001992    ,Eixample,Saturday,March,11,14,Afternoon,2,0,2,2
2017S008529    ,Eixample,Monday,October,16,9,Morning,1,0,1,2
2017S010181    ,Eixample,Wednesday,December,6,16,Afternoon,2,0,2,2
2017S009829    ,Eixample,Saturday,November,25,14,Afternoon,1,0,1,2
2017S005988    ,Eixample,Monday,July,10,9,Morning,2,0,2,2
2017S006168    ,Eixample,Saturday,July,15,10,Morning,1,0,1,2
2017S001010    ,Eixample,Tuesday,February,7,8,Morning,2,0,2,5
2017S006019    ,Eixample,Tuesday,July,11,11,Morning,2,0,2,2
2017S001672    ,Eixample,Wednesday,March,1,9,Morning,1,0,1,2
2017S009476    ,Eixample,Wednesday,November,15,17,Afternoon,1,0,1,2
2017S004840    ,Eixample,Thursday,June,1,21,Afternoon,0,0,0,2
2017S003950    ,Eixample,Thursday,May,4,10,Morning,5,0,5,2
2017S006889    ,Eixample,Thursday,August,10,15,Afternoon,1,0,1,2
2017S001118    ,Eixample,Friday,February,10,11,Morning,1,0,1,2
2017S004232    ,Eixample,Friday,May,12,14,Afternoon,1,0,1,2
2017S005325    ,Eixample,Saturday,June,17,19,Afternoon,1,0,1,2
2017S005348    ,Eixample,Monday,June,19,8,Morning,2,0,2,2
2017S006516    ,Eixample,Wednesday,July,26,10,Morning,0,0,0,1
2017S009551    ,Sants-Montjuïc,Friday,November,17,13,Morning,1,0,1,1
2017S007728    ,Sants-Montjuïc,Monday,September,18,19,Afternoon,1,0,1,2
2017S000979    ,Sants-Montjuïc,Sunday,February,5,3,Night,0,0,0,1
2017S003098    ,Sants-Montjuïc,Tuesday,April,4,8,Morning,0,0,0,1
2017S001655    ,Sants-Montjuïc,Tuesday,February,28,14,Afternoon,1,0,1,2
2017S007789    ,Sants-Montjuïc,Wednesday,September,20,18,Afternoon,1,0,1,1
2017S010573    ,Sants-Montjuïc,Thursday,December,21,20,Afternoon,1,0,1,2
2017S004278    ,Sants-Montjuïc,Sunday,May,14,0,Night,1,0,1,1
2017S002552    ,Sants-Montjuïc,Thursday,March,30,15,Afternoon,1,0,1,4
2017S008023    ,Sants-Montjuïc,Friday,September,29,2,Night,1,0,1,2
2017S005404    ,Sants-Montjuïc,Tuesday,June,20,13,Morning,1,0,1,3
2017S006216    ,Sants-Montjuïc,Monday,July,17,8,Morning,1,0,1,2
2017S008728    ,Sants-Montjuïc,Sunday,October,22,10,Morning,2,0,2,1
2017S003794    ,Sants-Montjuïc,Friday,April,28,17,Afternoon,1,0,1,2
2017S005786    ,Sants-Montjuïc,Tuesday,July,4,7,Morning,1,0,1,2
2017S004024    ,Sants-Montjuïc,Saturday,May,6,19,Afternoon,2,0,2,2
2017S006904    ,Sants-Montjuïc,Thursday,August,10,22,Night,1,0,1,1
2017S003267    ,Sants-Montjuïc,Sunday,April,9,14,Afternoon,2,0,2,2
2017S008492    ,Sants-Montjuïc,Monday,October,16,6,Morning,1,0,1,2
2017S008493    ,Sants-Montjuïc,Monday,October,16,6,Morning,1,0,1,2
2017S006380    ,Sants-Montjuïc,Friday,July,21,13,Morning,1,0,1,1
2017S010512    ,Sants-Montjuïc,Tuesday,December,19,20,Afternoon,1,0,1,2
2017S006293    ,Sants-Montjuïc,Tuesday,July,18,22,Night,1,0,1,2
2017S004044    ,Sants-Montjuïc,Sunday,May,7,14,Afternoon,1,0,1,4
2017S006883    ,Sants-Montjuïc,Thursday,August,10,12,Morning,3,0,3,5
2017S008963    ,Sants-Montjuïc,Monday,October,30,10,Morning,2,0,2,2
2017S008011    ,Sants-Montjuïc,Thursday,September,28,18,Afternoon,0,0,0,2
2017S009455    ,Sants-Montjuïc,Wednesday,November,15,9,Morning,1,0,1,2
2017S009972    ,Sants-Montjuïc,Thursday,November,30,8,Morning,1,0,1,2
2017S003493    ,Sants-Montjuïc,Wednesday,April,19,13,Morning,1,0,1,2
2017S007039    ,Sants-Montjuïc,Thursday,August,17,14,Afternoon,3,0,3,3
2017S005319    ,Sants-Montjuïc,Saturday,June,17,20,Afternoon,2,1,3,2
2017S005291    ,Sants-Montjuïc,Friday,June,16,20,Afternoon,9,0,9,5
2017S000323    ,Sants-Montjuïc,Friday,January,13,15,Afternoon,1,0,1,3
2017S005366    ,Sants-Montjuïc,Monday,June,19,12,Morning,1,0,1,2
2017S004577    ,Sants-Montjuïc,Wednesday,May,24,7,Morning,1,0,1,2
2017S008203    ,Sants-Montjuïc,Wednesday,October,4,18,Afternoon,1,0,1,2
2017S004636    ,Sants-Montjuïc,Friday,May,26,7,Morning,0,1,1,2
2017S008832    ,Sants-Montjuïc,Wednesday,October,25,14,Afternoon,2,0,2,5
2017S008253    ,Sants-Montjuïc,Friday,October,6,16,Afternoon,1,0,1,1
2017S004883    ,Sants-Montjuïc,Thursday,June,8,4,Night,1,0,1,2
2017S008046    ,Sants-Montjuïc,Friday,September,29,14,Afternoon,1,0,1,2
2017S007205    ,Sants-Montjuïc,Monday,August,28,6,Morning,1,0,1,2
2017S006112    ,Sants-Montjuïc,Tuesday,July,11,17,Afternoon,0,0,0,2
2017S006911    ,Sants-Montjuïc,Friday,August,11,12,Morning,1,0,1,1
2017S004510    ,Sants-Montjuïc,Monday,May,22,6,Morning,1,0,1,1
2017S009066    ,Sants-Montjuïc,Friday,November,3,0,Night,1,0,1,1
2017S004635    ,Sants-Montjuïc,Friday,May,26,7,Morning,1,0,1,1
2017S009395    ,Sants-Montjuïc,Monday,November,13,11,Morning,0,0,0,1
2017S000317    ,Sants-Montjuïc,Friday,January,13,10,Morning,2,0,2,3
2017S007572    ,Sants-Montjuïc,Wednesday,September,13,8,Morning,2,0,2,2
2017S005182    ,Sants-Montjuïc,Tuesday,June,13,17,Afternoon,1,0,1,1
2017S007705    ,Sants-Montjuïc,Monday,September,18,5,Night,1,0,1,2
2017S009658    ,Sants-Montjuïc,Tuesday,November,21,8,Morning,0,1,1,2
